studyno,version,doi,country,c_sample,c_alphan,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,TN_v34,v35,TN_v36,v37,TN_v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,SEX,BIRTH,AGE,EDUCYRS,TN_DEGR,DEGREE,WORK,WRKHRS,EMPREL,WRKSUP,NSUP,TYPORG1,TYPORG2,ISCO08,MAINSTAT,PARTLIV,SPWORK,SPWRKHRS,SPEMPREL,SPWRKSUP,SPISCO08,SPMAINST,UNION,TN_RELIG,RELIGGRP,ATTEND,ATTD_EXT,TOPBOT,VOTE_LE,TN_PRTY,PARTY_LR,TN_ETHN1,TN_ETHN2,HOMPOP,HHADULT,HHCHILDR,HHTODD,TN_RINC,TN_INC,MARITAL,F_BORN,M_BORN,URBRURAL,TN_REG,CASEID,SUBSCASE,DATEYR,DATEMO,DATEDY,WEIGHT,MODE,PARTIALS
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Completely satisfied,Always wrong,Always wrong,Always wrong,Disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Very little confidence,Disagree,Agree,Agree,Strongly agree,About the right amount of power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Disagree,Agree,Agree,Disagree,Agree,Agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Several times a year,Never,Never,Never,Never,Yes,No,Never,Somewhat non-religious,"I follow a religion, I am not a spiritual person",Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Somewhat positive,Very positive,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Somewhat negative,Very good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1993.0,25.0,12.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)",I am currently not in paid work but I had paid work in the past,NAP (Code 2 or 3 in WORK),No answer,No,"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),Other,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),06,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Four persons,Four adults,No children [school entry age] to 17,No children below [age of school entry],600.0,2000.0,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A town or a small city,Soliman Sud,2018007880000230.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Completely satisfied,Always wrong,Always wrong,Always wrong,Neither agree nor disagree,Very little confidence,Very little confidence,Very little confidence,Very little confidence,No confidence at all,Agree,Agree,Agree,Strongly agree,Too little power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Disagree,Agree,Agree,Disagree,Agree,Agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Never,Never,Yes,No,Never,Somewhat non-religious,"I follow a religion, I am not a spiritual person",Agree,Agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat positive,Very positive,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Very negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,2000.0,18.0,12.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)",I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),In education,"Yes, have partner; don't live in same household",No answer,Don't know,No answer,No answer,"NAP (Code 0,3 in SPWORK; NAV (TN)",In education,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),07,"NAP, not eligible to vote in last election","NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Five persons,Four adults,One child [school entry age] to 17,No children below [age of school entry],No income,2000.0,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A town or a small city,Soliman Sud,2018007880000231.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Completely satisfied,Always wrong,Always wrong,Always wrong,Neither agree nor disagree,No confidence at all,Very little confidence,Some confidence,No confidence at all,No confidence at all,Agree,Neither agree nor disagree,Disagree,Strongly agree,Too little power,Definitely not accept,Definitely,Definitely,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Strongly disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Treats men better than women,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Several times a year,Never,Several times a day,Never,Yes,No,About once a month or more,Somewhat religious,"I don't follow a religion, I am a spiritual person",Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Somewhat positive,Very positive,Somewhat positive,Somewhat positive,Somewhat positive,Very negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1974.0,44.0,15.0,Tertiary,"Lower level tertiary, first stage (also technical schools at a tertiary level)","I am currently in paid work,",48.0,Employee,No,"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Public employer,NAP (Code 3 in WORK; NAV (TN),In paid work,"Yes, have partner; live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",Domestic work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),06,Yes,Nahdha,"NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Five persons,Two adults,Three children [school entry age] to 17,No children below [age of school entry],800.0,800.0,Married,Tunisia,Tunisia,A country village,Malloul,2018007880000232.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Very satisfied,Always wrong,Not wrong at all,Always wrong,Agree,No confidence at all,No confidence at all,Some confidence,Very little confidence,Some confidence,Agree,Disagree,Neither agree nor disagree,Agree,Too little power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, probably",Disagree,Agree,Agree,Disagree,Agree,Agree,Treats men better than women,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Never,Never,Yes,No,Never,Somewhat non-religious,"I follow a religion, I am not a spiritual person",Agree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat positive,Very positive,Somewhat negative,Somewhat negative,Somewhat negative,Very negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1963.0,55.0,12.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)","I am currently in paid work,",38.0,Employee,No,"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Public employer,NAP (Code 3 in WORK; NAV (TN),In paid work,"Yes, have partner; live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",Domestic work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),03,Yes,Nidaa Tunis,"NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Four persons,Three adults,One child [school entry age] to 17,No children below [age of school entry],1000.0,1000.0,Married,Tunisia,Tunisia,A country village,Malloul,2018007880000233.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Very satisfied,Always wrong,Always wrong,Always wrong,Agree,No confidence at all,No confidence at all,Very little confidence,Very little confidence,No confidence at all,Disagree,Disagree,Neither agree nor disagree,Agree,Too little power,Definitely not accept,Probably not,Probably not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, probably",Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Treats men better than women,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Never,Never,No,No,Never,Somewhat non-religious,"I follow a religion, I am not a spiritual person",Agree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat positive,Somewhat positive,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Very negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1988.0,30.0,16.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)",I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),Unemployed and looking for a job,"Yes, have partner; live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",Unemployed and looking for a job,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),03,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Three persons,Two adults,One child [school entry age] to 17,No children below [age of school entry],No answer,No answer,Married,Tunisia,Tunisia,A country village,Malloul,2018007880000234.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Very satisfied,Always wrong,Always wrong,Always wrong,Agree,No confidence at all,No confidence at all,No confidence at all,Very little confidence,No confidence at all,Agree,Disagree,Agree,Strongly agree,Too little power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Treats men better than women,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Never,Never,No,No,Never,Somewhat non-religious,"I follow a religion, I am not a spiritual person",Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Somewhat positive,Very positive,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Very negative,Fair,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1964.0,54.0,"No formal schooling, no years at school",No formal education,No formal education,"I am currently in paid work,",65.0,Self-employed without employees,NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),In paid work,"Yes, have partner; live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",Domestic work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),04,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Four persons,Three adults,One child [school entry age] to 17,No children below [age of school entry],600.0,600.0,Married,Tunisia,Tunisia,A country village,Malloul,2018007880000235.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not at all happy,Fairly satisfied,Always wrong,Always wrong,Always wrong,Agree,No confidence at all,No confidence at all,Very little confidence,Very little confidence,No confidence at all,Agree,Disagree,Disagree,Agree,Too little power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Several times a year,Several times a year,Never,Never,Never,Yes,No,Never,Somewhat non-religious,"I follow a religion, I am not a spiritual person",Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat positive,Very positive,Very negative,Very negative,Neither positive nor negative,Very negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1994.0,24.0,15.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)",I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),Unemployed and looking for a job,"Yes, have partner; don't live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",In education,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),02,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Four persons,Four adults,No children [school entry age] to 17,No children below [age of school entry],100.0,200.0,Civil partnership,Tunisia,Tunisia,A country village,Somâa Bni khiar,2018007880000236.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Completely satisfied,Always wrong,Always wrong,Always wrong,Disagree,No confidence at all,No confidence at all,No confidence at all,Some confidence,Some confidence,Agree,Agree,Strongly agree,Disagree,Far too much power,Can't choose,Definitely not,Definitely,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","No, definitely not",Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Can't say/ Can't remember,Never,Can't say/ Can't remember,Never,Never,Yes,No,Never,Somewhat non-religious,"I don't follow a religion, I am a spiritual person",Strongly disagree,Can't choose,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Agree,Neither positive nor negative,Very negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Fair,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1981.0,37.0,17.0,Tertiary,"Lower level tertiary, first stage (also technical schools at a tertiary level)","I am currently in paid work,",40.0,Employee,Yes,14.0,NAP (Code 3 in WORK; NAV (TN),Public employer,NAP (Code 3 in WORK; NAV (TN),In paid work,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","Yes, currently","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),"Highest, Top, 10",Yes,Nidaa Tunis,"NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Four persons,Four adults,No children [school entry age] to 17,No children below [age of school entry],1000.0,1500.0,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A country village,Somâa Bni khiar,2018007880000237.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Completely satisfied,Always wrong,Always wrong,Always wrong,Agree,No confidence at all,No confidence at all,Very little confidence,No confidence at all,No confidence at all,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Too little power,Definitely not accept,Probably,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Can't choose,Agree,Strongly agree,Agree,Agree,Disagree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Nearly every week,Nearly every week,Nearly every week,Several times a week,Several times a year,Yes,No,Never,Somewhat religious,"I follow a religion, I am a spiritual person",Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neither positive nor negative,Somewhat positive,Neither positive nor negative,Somewhat negative,Very negative,Very negative,Poor,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1995.0,23.0,11.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)","I am currently in paid work,",40.0,Self-employed without employees,NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),In paid work,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),08,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Five persons,Four adults,One child [school entry age] to 17,No children below [age of school entry],600.0,1500.0,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A country village,Somâa Bni khiar,2018007880000238.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Very happy,Completely satisfied,Always wrong,Always wrong,Not wrong at all,Disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Disagree,Disagree,Disagree,Agree,About the right amount of power,Probably accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Disagree,Strongly agree,Agree,Disagree,Agree,Agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Several times a year,Several times a year,Never,Never,Never,Yes,No,Never,Somewhat non-religious,"I follow a religion, I am not a spiritual person",Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Somewhat positive,Very positive,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Very negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1959.0,59.0,14.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)",I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),Retired,"Yes, have partner; live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",Domestic work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),04,Yes,Nidaa Tunis,"NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Five persons,Four adults,One child [school entry age] to 17,No children below [age of school entry],700.0,700.0,Married,Tunisia,Tunisia,A country village,Somâa Bni khiar,2018007880000239.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Completely satisfied,Always wrong,Always wrong,Almost always wrong,Agree,No confidence at all,No confidence at all,Some confidence,Very little confidence,No confidence at all,Agree,Disagree,Disagree,Strongly agree,Too little power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Disagree,Strongly agree,Agree,Disagree,Agree,Agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Never,Never,Yes,No,Never,Somewhat non-religious,"I don't follow a religion, I am a spiritual person",Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Somewhat positive,Very positive,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Very negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1973.0,45.0,7.0,Basic education (primary and lowar secondary),Lower secondary (secondary completed that does not allow entry to university: end of obligatory school),"I am currently in paid work,",40.0,Self-employed without employees,NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),In paid work,"Yes, have partner; live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",Domestic work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),05,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Three persons,Two adults,One child [school entry age] to 17,No children below [age of school entry],1000.0,1000.0,Married,Tunisia,Tunisia,A country village,Somâa Bni khiar,2018007880000240.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Completely satisfied,Always wrong,Always wrong,Always wrong,Strongly agree,No confidence at all,No confidence at all,Some confidence,No confidence at all,No confidence at all,Disagree,Neither agree nor disagree,Disagree,Agree,Too little power,Probably not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Treats men better than women,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Several times a year,Several times a year,Several times a week,Never,Never,Yes,No,Never,Somewhat non-religious,"I don't follow a religion, I am a spiritual person",Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat negative,Neither positive nor negative,Very negative,Fair,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1994.0,24.0,13.0,Basic education (primary and lowar secondary),Lower secondary (secondary completed that does not allow entry to university: end of obligatory school),I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),Unemployed and looking for a job,"Yes, have partner; don't live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",In education,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),03,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Five persons,Three adults,Two children [school entry age] to 17,No children below [age of school entry],200.0,400.0,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A town or a small city,Kelibia Ouest,2018007880000241.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
